message_id,text,message_type,platform,job_type,contains_link,contains_email,has_payment_request,asks_personal_info,scam_type,label
36147,Pay $80 fee to unlock premium job access and start earning instantly.,Email,Telegram,Remote,0,0,1,0,Task-Based Scam,1
34095,We will notify you once the review process is complete.,SMS,Telegram,Remote,0,0,0,0,Legitimate,0
10441,We appreciate your patience during the hiring process.,Email,WhatsApp,Remote,0,0,0,0,Legitimate,0
16307,We are pleased to invite you for a formal interview process.,SMS,Telegram,Part-time,0,0,0,0,Legitimate,0
4204,Earn passive income by completing easy tasks online.,SMS,LinkedIn,Remote,0,0,0,0,Phishing,1
6957,Pay $437 onboarding fee to secure your job immediately.,Email,LinkedIn,Casual,0,0,1,0,Fake Job,1
9163,Your application is under review.,SMS,WhatsApp,Part-time,0,0,0,0,Legitimate,0
20627,Please log in to our official portal to track your application.,SMS,Gmail,Casual,0,0,0,0,Legitimate,0
17567,"Earn $450/day reviewing apps from home, no skills needed, start today.",SMS,LinkedIn,Remote,0,0,0,0,Advance Fee,1
14832,We are pleased to invite you for a formal interview process.,SMS,SMS,Remote,0,0,0,0,Legitimate,0
27029,Please log in to our official portal to track your application.,SMS,Telegram,Full-time,0,0,0,0,Legitimate,0
44197,We appreciate your patience during the hiring process.,Email,WhatsApp,Part-time,0,0,0,0,Legitimate,0
1,"Immediate hiring! Earn $200 daily, simple online tasks, apply now.",SMS,SMS,Part-time,0,0,0,0,Fake Job,1
35449,We will notify you once the review process is complete.,Email,LinkedIn,Remote,0,0,0,0,Legitimate,0
30903,Get paid instantly after task completion.,SMS,SMS,Casual,0,0,0,0,Phishing,1
7648,Make money watching videos from home.,SMS,Telegram,Full-time,0,0,0,0,Advance Fee,1
4217,Interview will be conducted via official company email.,Email,LinkedIn,Casual,0,0,0,0,Legitimate,0
10474,Send your ID and bank details to confirm your remote job.,Email,Telegram,Remote,0,0,0,1,Phishing,1
1185,Earn $300 daily typing simple data online.,Email,Telegram,Part-time,0,0,0,0,Fake Job,1
46701,Share your PayPal details to activate your payment account.,Email,Telegram,Casual,0,0,1,0,Advance Fee,1
26826,Thank you for your interest in our company.,Email,Gmail,Remote,0,0,0,0,Legitimate,0
12090,Pay $80 fee to unlock premium job access and start earning instantly.,Email,Telegram,Casual,0,0,1,0,Task-Based Scam,1
5386,We are pleased to invite you for a formal interview process.,SMS,SMS,Casual,0,0,0,0,Legitimate,0
17351,Work from home and earn $1651/week. No experience required.,SMS,LinkedIn,Part-time,0,0,0,0,Advance Fee,1
18844,Your interview is scheduled for next week at our office.,Email,SMS,Remote,0,0,0,0,Legitimate,0
28816,We would like to invite you for a formal interview.,SMS,WhatsApp,Casual,0,0,0,0,Legitimate,0
43052,Thank you for applying. We will review your application and contact you.,Email,Gmail,Remote,0,0,0,0,Legitimate,0
11347,Interview scheduled for next week. No payment required.,SMS,Telegram,Casual,0,0,0,0,Legitimate,0
42802,"Quick approval job, no background check required.",Email,SMS,Casual,0,0,0,0,Task-Based Scam,1
3979,Interview scheduled for next week. No payment required.,Email,Gmail,Remote,0,0,0,0,Legitimate,0
7090,"Remote job available, apply now before closing.",Email,Telegram,Remote,0,0,0,0,Advance Fee,1
21599,"Urgent hiring, no interview required, click link to begin.",SMS,SMS,Casual,0,0,0,0,Phishing,1
34264,Pay $1137 onboarding fee to secure your job immediately.,SMS,Gmail,Part-time,0,0,1,0,Phishing,1
17930,We received your application. Please attend interview at our Melbourne office.,Email,Gmail,Casual,0,0,0,0,Legitimate,0
41958,Our HR team will reach out if shortlisted.,SMS,Telegram,Full-time,0,0,0,0,Legitimate,0
25484,We would like to invite you for a formal interview.,Email,Gmail,Casual,0,0,0,0,Legitimate,0
21027,Please submit your portfolio via our official company website.,Email,SMS,Full-time,0,0,0,0,Legitimate,0
29093,We only hire through official recruitment channels.,Email,WhatsApp,Casual,0,0,0,0,Legitimate,0
24608,Join now and start earning immediately.,Email,Gmail,Part-time,0,0,0,0,Task-Based Scam,1
44987,We are pleased to invite you for a formal interview process.,SMS,WhatsApp,Part-time,0,0,0,0,Legitimate,0
24542,We will notify you once the review process is complete.,Email,SMS,Remote,0,0,0,0,Legitimate,0
24878,Interview will be conducted via official company email.,SMS,WhatsApp,Casual,0,0,0,0,Legitimate,0
18528,Pay $617 onboarding fee to secure your job immediately.,SMS,LinkedIn,Full-time,0,0,1,0,Phishing,1
40247,Please attend the scheduled interview session.,Email,SMS,Part-time,0,0,0,0,Legitimate,0
7104,"Exclusive opportunity, limited positions, act now.",SMS,Telegram,Full-time,0,0,0,0,Advance Fee,1
11489,Work from home and earn $529/week. No experience required.,Email,Telegram,Full-time,0,0,0,0,Phishing,1
16072,Pay onboarding fee and get instant access to job dashboard.,SMS,LinkedIn,Part-time,0,0,1,0,Phishing,1
4056,"Quick approval job, no background check required.",SMS,LinkedIn,Part-time,0,0,0,0,Task-Based Scam,1
42723,Congratulations! You are selected. Share your bank details now.,Email,LinkedIn,Part-time,0,0,0,1,Phishing,1
24037,Limited offer! Earn money instantly. Click here http://jobfast-au.net,SMS,Telegram,Part-time,1,0,0,0,Fake Job,1
7191,"Earn money by liking posts, daily payout guaranteed.",Email,SMS,Remote,0,0,1,0,Task-Based Scam,1
35650,"Quick job offer, pay small fee and start earning immediately.",SMS,SMS,Part-time,0,0,1,0,Task-Based Scam,1
938,Pay onboarding fee and get instant access to job dashboard.,SMS,Gmail,Casual,0,0,1,0,Phishing,1
19424,"Remote job available, apply now before closing.",Email,LinkedIn,Casual,0,0,0,0,Task-Based Scam,1
18115,Please attend the scheduled interview session.,SMS,Gmail,Full-time,0,0,0,0,Legitimate,0
31659,"Earn money by liking posts, daily payout guaranteed.",SMS,Gmail,Remote,0,0,1,0,Advance Fee,1
1072,Our HR team will reach out if shortlisted.,SMS,Gmail,Full-time,0,0,0,0,Legitimate,0
43347,Please log in to our official portal to track your application.,SMS,Telegram,Remote,0,0,0,0,Legitimate,0
35156,We appreciate your patience during the hiring process.,SMS,LinkedIn,Part-time,0,0,0,0,Legitimate,0
30665,Limited offer! Earn money instantly. Click here http://earncashnow.click,Email,Telegram,Full-time,1,0,0,0,Task-Based Scam,1
44882,Pay $834 onboarding fee to secure your job immediately.,Email,Gmail,Casual,0,0,1,0,Advance Fee,1
40153,"Exclusive opportunity, limited positions, act now.",Email,Gmail,Full-time,0,0,0,0,Phishing,1
42523,Our HR team will reach out if shortlisted.,SMS,WhatsApp,Remote,0,0,0,0,Legitimate,0
16063,We appreciate your patience during the hiring process.,SMS,Gmail,Casual,0,0,0,0,Legitimate,0
34408,"Exclusive opportunity, limited positions, act now.",Email,WhatsApp,Casual,0,0,0,0,Phishing,1
13655,"Urgent hiring, no interview required, click link to begin.",SMS,LinkedIn,Full-time,0,0,0,0,Advance Fee,1
45250,Our HR team will reach out if shortlisted.,Email,WhatsApp,Remote,0,0,0,0,Legitimate,0
28135,Earn $1171/day by completing simple tasks from home.,SMS,SMS,Casual,0,0,0,0,Advance Fee,1
17267,Thank you for applying. We will review your application and contact you.,SMS,Gmail,Full-time,0,0,0,0,Legitimate,0
29671,We will inform you about next steps soon.,SMS,WhatsApp,Full-time,0,0,0,0,Legitimate,0
28772,We only hire through official recruitment channels.,Email,Telegram,Part-time,0,0,0,0,Legitimate,0
90,All communication will be via official domain emails.,Email,LinkedIn,Part-time,0,0,0,0,Legitimate,0
44127,We only hire through official recruitment channels.,SMS,Telegram,Casual,0,0,0,0,Legitimate,0
26459,Our recruitment process does not require payments.,Email,Telegram,Remote,0,0,0,0,Legitimate,0
49622,Pay $1296 onboarding fee to secure your job immediately.,Email,Telegram,Casual,0,0,1,0,Fake Job,1
41140,Our HR team will reach out if shortlisted.,Email,WhatsApp,Part-time,0,0,0,0,Legitimate,0
11416,Earn money from home using your phone.,Email,SMS,Part-time,0,0,0,0,Fake Job,1
35988,Limited offer! Earn money instantly. Click here http://taskrewardhub.com,SMS,SMS,Part-time,1,0,0,0,Phishing,1
498,"Work anytime, earn daily income.",Email,WhatsApp,Part-time,0,0,0,0,Fake Job,1
22364,Pay $80 fee to unlock premium job access and start earning instantly.,SMS,WhatsApp,Casual,0,0,1,0,Fake Job,1
35936,"Start earning instantly, no experience required.",SMS,LinkedIn,Part-time,0,0,0,0,Advance Fee,1
28243,Send your ID and bank details to confirm your remote job.,SMS,LinkedIn,Part-time,0,0,0,1,Task-Based Scam,1
37229,Earn weekly income with flexible hours.,Email,LinkedIn,Remote,0,0,0,0,Phishing,1
15910,We would like to invite you for a formal interview.,SMS,WhatsApp,Casual,0,0,0,0,Legitimate,0
20850,Earn $204/day by completing simple tasks from home.,SMS,Telegram,Full-time,0,0,0,0,Fake Job,1
46505,Secure your job today with a small refundable deposit.,SMS,Telegram,Part-time,0,0,0,0,Advance Fee,1
29291,Interview scheduled for next week. No payment required.,Email,LinkedIn,Full-time,0,0,0,0,Legitimate,0
30501,You can apply through our verified company careers page.,Email,LinkedIn,Full-time,0,0,0,0,Legitimate,0
5145,Your interview is scheduled for next week at our office.,SMS,WhatsApp,Casual,0,0,0,0,Legitimate,0
36137,"Remote job available, apply now before closing.",Email,WhatsApp,Remote,0,0,0,0,Fake Job,1
27390,Limited slots available! Register now and earn up to $1000 weekly.,Email,SMS,Full-time,0,0,0,0,Task-Based Scam,1
7487,We only hire through official recruitment channels.,SMS,Telegram,Remote,0,0,0,0,Legitimate,0
33923,Get paid daily for reviewing products online.,Email,LinkedIn,Part-time,0,0,0,0,Advance Fee,1
24786,Our HR team will reach out if shortlisted.,Email,WhatsApp,Remote,0,0,0,0,Legitimate,0
12488,Earn passive income by completing easy tasks online.,SMS,WhatsApp,Full-time,0,0,0,0,Task-Based Scam,1
27743,"Quick job offer, pay small fee and start earning immediately.",SMS,SMS,Full-time,0,0,1,0,Phishing,1
12956,We would like to invite you for a formal interview.,Email,WhatsApp,Part-time,0,0,0,0,Legitimate,0
21463,Your application is under review.,SMS,Gmail,Part-time,0,0,0,0,Legitimate,0
6493,Please submit your portfolio through our official website.,SMS,SMS,Part-time,0,0,0,0,Legitimate,0
29115,Interview will be conducted via official company email.,SMS,LinkedIn,Full-time,0,0,0,0,Legitimate,0
47310,No fees are required at any stage of recruitment.,Email,Telegram,Full-time,0,0,0,0,Legitimate,0
37858,"Work from home and earn fast cash, no experience needed.",Email,Telegram,Part-time,0,0,0,0,Task-Based Scam,1
31565,Please attend the scheduled interview session.,Email,SMS,Casual,0,0,0,0,Legitimate,0
41201,Congratulations! You are selected. Share your bank details now.,SMS,Telegram,Full-time,0,0,0,1,Fake Job,1
28826,You can apply through our verified company careers page.,Email,LinkedIn,Part-time,0,0,0,0,Legitimate,0
4645,Make money watching videos from home.,SMS,WhatsApp,Casual,0,0,0,0,Fake Job,1
27091,Pay onboarding fee and get instant access to job dashboard.,SMS,Telegram,Part-time,0,0,1,0,Advance Fee,1
25639,Get paid instantly after task completion.,SMS,Telegram,Remote,0,0,0,0,Phishing,1
31244,Please log in to our official portal to track your application.,SMS,SMS,Full-time,0,0,0,0,Legitimate,0
48649,"Congratulations, you are shortlisted. Provide bank details for salary setup.",SMS,WhatsApp,Full-time,0,0,0,1,Fake Job,1
5757,"Simple online work, high income guaranteed.",Email,Gmail,Casual,0,0,0,0,Fake Job,1
41435,Congratulations! You are selected. Share your bank details now.,SMS,SMS,Part-time,0,0,0,1,Advance Fee,1
28800,Congratulations! You are selected. Share your bank details now.,Email,Gmail,Full-time,0,0,0,1,Advance Fee,1
19882,Your interview is scheduled for next week at our office.,Email,SMS,Casual,0,0,0,0,Legitimate,0
6140,"Only 5 positions left, secure your job now.",Email,SMS,Remote,0,0,0,0,Task-Based Scam,1
6912,You can apply through our verified company careers page.,SMS,LinkedIn,Part-time,0,0,0,0,Legitimate,0
10520,We would like to invite you for a formal interview.,SMS,SMS,Full-time,0,0,0,0,Legitimate,0
11532,We only hire through official recruitment channels.,Email,SMS,Full-time,0,0,0,0,Legitimate,0
48956,Please submit your portfolio through our official website.,Email,LinkedIn,Part-time,0,0,0,0,Legitimate,0
40406,Get paid instantly after task completion.,SMS,Telegram,Casual,0,0,0,0,Fake Job,1
20589,Interview scheduled for next week. No payment required.,SMS,Gmail,Casual,0,0,0,0,Legitimate,0
46432,Our recruitment process does not require payments.,Email,Telegram,Remote,0,0,0,0,Legitimate,0
7361,"Quick approval job, no background check required.",Email,Gmail,Full-time,0,0,0,0,Fake Job,1
20072,Please submit your portfolio through our official website.,SMS,Telegram,Part-time,0,0,0,0,Legitimate,0
1457,Please log in to our official portal to track your application.,Email,Telegram,Casual,0,0,0,0,Legitimate,0
5201,"Exclusive opportunity, limited positions, act now.",Email,Gmail,Part-time,0,0,0,0,Task-Based Scam,1
42216,We received your application. Please attend interview at our Melbourne office.,SMS,LinkedIn,Full-time,0,0,0,0,Legitimate,0
14511,Send your ID and bank details to confirm your remote job.,SMS,SMS,Part-time,0,0,0,1,Fake Job,1
36415,Limited slots available! Register now and earn up to $1000 weekly.,SMS,Gmail,Full-time,0,0,0,0,Phishing,1
45530,No fees are required at any stage of recruitment.,Email,LinkedIn,Part-time,0,0,0,0,Legitimate,0
32440,"Remote job available, apply now before closing.",SMS,SMS,Part-time,0,0,0,0,Phishing,1
29016,Earn $806/day by completing simple tasks from home.,Email,LinkedIn,Casual,0,0,0,0,Fake Job,1
1796,Earn passive income by completing easy tasks online.,Email,Telegram,Full-time,0,0,0,0,Phishing,1
21749,"Work from home and earn fast cash, no experience needed.",SMS,Telegram,Remote,0,0,0,0,Fake Job,1
46577,Please attend the scheduled interview session.,Email,Telegram,Remote,0,0,0,0,Legitimate,0
3018,"Only 5 positions left, secure your job now.",Email,WhatsApp,Part-time,0,0,0,0,Fake Job,1
33436,"Work anytime, earn daily income.",Email,Gmail,Part-time,0,0,0,0,Task-Based Scam,1
13371,Earn money from home using your phone.,Email,SMS,Part-time,0,0,0,0,Fake Job,1
15647,Your application has been successfully received.,SMS,Telegram,Part-time,0,0,0,0,Legitimate,0
19258,Our HR team will reach out if shortlisted.,SMS,LinkedIn,Part-time,0,0,0,0,Legitimate,0
17432,Join now and start earning immediately.,Email,LinkedIn,Casual,0,0,0,0,Phishing,1
21368,We are pleased to invite you for a formal interview process.,SMS,LinkedIn,Part-time,0,0,0,0,Legitimate,0
32827,Please submit your portfolio through our official website.,Email,LinkedIn,Casual,0,0,0,0,Legitimate,0
12212,We received your application. Please attend interview at our Melbourne office.,Email,Gmail,Full-time,0,0,0,0,Legitimate,0
6703,Work from home and earn $1922/week. No experience required.,Email,Gmail,Part-time,0,0,0,0,Task-Based Scam,1
35536,Your interview is scheduled for next week at our office.,SMS,SMS,Part-time,0,0,0,0,Legitimate,0
44950,Interview scheduled for next week. No payment required.,SMS,WhatsApp,Full-time,0,0,0,0,Legitimate,0
15030,Please log in to our official portal to track your application.,SMS,Gmail,Part-time,0,0,0,0,Legitimate,0
2645,Thank you for your interest in our company.,Email,LinkedIn,Remote,0,0,0,0,Legitimate,0
21794,Congratulations! You are selected. Share your bank details now.,SMS,SMS,Part-time,0,0,0,1,Phishing,1
15780,"Easy job, no skills required.",Email,Gmail,Part-time,0,0,0,0,Task-Based Scam,1
186,Join now and start earning immediately.,Email,Gmail,Remote,0,0,0,0,Task-Based Scam,1
43430,Earn $300 daily typing simple data online.,SMS,SMS,Part-time,0,0,0,0,Phishing,1
8106,Share your PayPal details to activate your payment account.,Email,SMS,Casual,0,0,1,0,Task-Based Scam,1
2166,All communication will be via official domain emails.,Email,LinkedIn,Casual,0,0,0,0,Legitimate,0
6316,"Immediate hiring! Earn $200 daily, simple online tasks, apply now.",Email,LinkedIn,Casual,0,0,0,0,Advance Fee,1
32534,Please log in to our official portal to track your application.,Email,SMS,Remote,0,0,0,0,Legitimate,0
11398,"Work anytime, earn daily income.",SMS,LinkedIn,Remote,0,0,0,0,Task-Based Scam,1
13130,Earn $544/day by completing simple tasks from home.,SMS,WhatsApp,Part-time,0,0,0,0,Phishing,1
49384,Your application is under review.,Email,SMS,Casual,0,0,0,0,Legitimate,0
30282,We appreciate your patience during the hiring process.,SMS,SMS,Part-time,0,0,0,0,Legitimate,0
24128,Pay $80 fee to unlock premium job access and start earning instantly.,Email,SMS,Casual,0,0,1,0,Advance Fee,1
45628,Our recruitment process does not require payments.,Email,Gmail,Remote,0,0,0,0,Legitimate,0
49152,Limited slots available! Register now and earn up to $1000 weekly.,SMS,LinkedIn,Casual,0,0,0,0,Advance Fee,1
27557,"Earn money by liking posts, daily payout guaranteed.",Email,Gmail,Part-time,0,0,1,0,Fake Job,1
4932,Pay $757 onboarding fee to secure your job immediately.,Email,Telegram,Part-time,0,0,1,0,Task-Based Scam,1
280,Earn weekly income with flexible hours.,Email,Telegram,Remote,0,0,0,0,Advance Fee,1
20966,Earn money from home using your phone.,Email,LinkedIn,Full-time,0,0,0,0,Advance Fee,1
20094,Thank you for your interest in our company.,Email,WhatsApp,Full-time,0,0,0,0,Legitimate,0
28565,Interview scheduled for next week. No payment required.,SMS,WhatsApp,Remote,0,0,0,0,Legitimate,0
39718,Interview will be conducted via official company email.,SMS,Gmail,Remote,0,0,0,0,Legitimate,0
11097,Your application is under review.,SMS,SMS,Part-time,0,0,0,0,Legitimate,0
29137,No fees are required at any stage of recruitment.,Email,SMS,Casual,0,0,0,0,Legitimate,0
39067,Earn passive income by completing easy tasks online.,Email,Telegram,Full-time,0,0,0,0,Advance Fee,1
28486,Join now and start earning immediately.,Email,LinkedIn,Full-time,0,0,0,0,Phishing,1
3723,Congratulations! You are selected. Share your bank details now.,SMS,SMS,Full-time,0,0,0,1,Advance Fee,1
24959,"Remote job available, apply now before closing.",SMS,LinkedIn,Part-time,0,0,0,0,Phishing,1
33350,Join now and start earning immediately.,Email,LinkedIn,Casual,0,0,0,0,Phishing,1
30775,Earn $300 daily typing simple data online.,Email,Gmail,Full-time,0,0,0,0,Phishing,1
3281,"Only 5 positions left, secure your job now.",Email,LinkedIn,Part-time,0,0,0,0,Advance Fee,1
44437,We would like to invite you for a formal interview.,SMS,SMS,Casual,0,0,0,0,Legitimate,0
10491,Interview scheduled for next week. No payment required.,Email,Gmail,Casual,0,0,0,0,Legitimate,0
12539,Work from home and earn $387/week. No experience required.,Email,Telegram,Casual,0,0,0,0,Fake Job,1
7732,Earn money from home using your phone.,SMS,LinkedIn,Full-time,0,0,0,0,Task-Based Scam,1
43645,"Quick job offer, pay small fee and start earning immediately.",Email,Gmail,Full-time,0,0,1,0,Task-Based Scam,1
31386,Get paid daily for reviewing products online.,Email,LinkedIn,Full-time,0,0,0,0,Task-Based Scam,1
9701,You can apply through our verified company careers page.,Email,Gmail,Casual,0,0,0,0,Legitimate,0
25421,"Work anytime, earn daily income.",Email,SMS,Part-time,0,0,0,0,Advance Fee,1
16948,Interview will be conducted via official company email.,Email,SMS,Full-time,0,0,0,0,Legitimate,0
6319,Thank you for your interest in our company.,SMS,Gmail,Part-time,0,0,0,0,Legitimate,0
10118,Get paid daily for reviewing products online.,SMS,LinkedIn,Remote,0,0,0,0,Task-Based Scam,1
17816,Interview scheduled for next week. No payment required.,Email,SMS,Casual,0,0,0,0,Legitimate,0
2845,"Only 5 positions left, secure your job now.",Email,LinkedIn,Remote,0,0,0,0,Task-Based Scam,1
20870,All communication will be via official domain emails.,SMS,LinkedIn,Part-time,0,0,0,0,Legitimate,0
15541,Your resume has been shortlisted. We will contact you soon.,SMS,SMS,Full-time,0,0,0,0,Legitimate,0
41229,Your interview is scheduled for next week at our office.,SMS,WhatsApp,Casual,0,0,0,0,Legitimate,0
3578,Secure your job today with a small refundable deposit.,SMS,Telegram,Full-time,0,0,0,0,Phishing,1
30923,Interview will be conducted via official company email.,Email,LinkedIn,Remote,0,0,0,0,Legitimate,0
38040,Send your ID and bank details to confirm your remote job.,SMS,Telegram,Part-time,0,0,0,1,Fake Job,1
14023,Our HR team will reach out if shortlisted.,SMS,SMS,Casual,0,0,0,0,Legitimate,0
41880,Your interview is scheduled for next week at our office.,Email,LinkedIn,Part-time,0,0,0,0,Legitimate,0
29880,Congratulations! You are selected. Share your bank details now.,Email,WhatsApp,Part-time,0,0,0,1,Advance Fee,1
682,"Quick job offer, pay small fee and start earning immediately.",SMS,WhatsApp,Remote,0,0,1,0,Phishing,1
25618,Your application has been successfully received.,Email,WhatsApp,Part-time,0,0,0,0,Legitimate,0
4230,Interview scheduled for next week. No payment required.,SMS,Telegram,Remote,0,0,0,0,Legitimate,0
5935,We only hire through official recruitment channels.,Email,LinkedIn,Casual,0,0,0,0,Legitimate,0
30233,"Work anytime, earn daily income.",Email,SMS,Part-time,0,0,0,0,Fake Job,1
12899,Your interview is scheduled for next week at our office.,Email,LinkedIn,Casual,0,0,0,0,Legitimate,0
16284,Interview scheduled for next week. No payment required.,SMS,Telegram,Part-time,0,0,0,0,Legitimate,0
5001,"Urgent hiring, no interview required, click link to begin.",Email,SMS,Full-time,0,0,0,0,Phishing,1
2923,Earn $300 daily typing simple data online.,Email,SMS,Remote,0,0,0,0,Advance Fee,1
21240,We will inform you about next steps soon.,SMS,Gmail,Casual,0,0,0,0,Legitimate,0
18094,Send your ID and bank details to confirm your remote job.,Email,SMS,Full-time,0,0,0,1,Fake Job,1
49718,Earn passive income by completing easy tasks online.,SMS,SMS,Full-time,0,0,0,0,Phishing,1
2691,Get paid daily for reviewing products online.,SMS,WhatsApp,Full-time,0,0,0,0,Task-Based Scam,1
7827,Our HR team will reach out if shortlisted.,SMS,Gmail,Casual,0,0,0,0,Legitimate,0
4811,Pay $80 fee to unlock premium job access and start earning instantly.,SMS,Gmail,Full-time,0,0,1,0,Advance Fee,1
36510,Make money watching videos from home.,SMS,WhatsApp,Casual,0,0,0,0,Advance Fee,1
3446,Thank you for your interest in our company.,Email,WhatsApp,Remote,0,0,0,0,Legitimate,0
28346,"Start earning instantly, no experience required.",SMS,Telegram,Remote,0,0,0,0,Fake Job,1
41778,We will inform you about next steps soon.,SMS,WhatsApp,Part-time,0,0,0,0,Legitimate,0
8156,We will notify you once the review process is complete.,SMS,WhatsApp,Casual,0,0,0,0,Legitimate,0
18765,"Only 5 positions left, secure your job now.",Email,Gmail,Casual,0,0,0,0,Task-Based Scam,1
17473,"Easy job, no skills required.",SMS,LinkedIn,Casual,0,0,0,0,Phishing,1
27183,Our HR team will reach out if shortlisted.,Email,LinkedIn,Full-time,0,0,0,0,Legitimate,0
39559,We are pleased to invite you for a formal interview process.,Email,SMS,Full-time,0,0,0,0,Legitimate,0
44924,Make money watching videos from home.,Email,Telegram,Remote,0,0,0,0,Phishing,1
44414,Get paid daily for reviewing products online.,Email,WhatsApp,Full-time,0,0,0,0,Fake Job,1
48323,"Only 5 positions left, secure your job now.",Email,Telegram,Casual,0,0,0,0,Advance Fee,1
28781,Our recruitment process does not require payments.,Email,WhatsApp,Remote,0,0,0,0,Legitimate,0
44439,Please attend the scheduled interview session.,SMS,Telegram,Full-time,0,0,0,0,Legitimate,0
44113,Kindly wait for confirmation from our HR team.,SMS,Telegram,Full-time,0,0,0,0,Legitimate,0
48929,"Earn $450/day reviewing apps from home, no skills needed, start today.",Email,WhatsApp,Remote,0,0,0,0,Fake Job,1
1231,"Only 5 positions left, secure your job now.",SMS,WhatsApp,Full-time,0,0,0,0,Fake Job,1
7751,Please submit your portfolio via our official company website.,Email,SMS,Full-time,0,0,0,0,Legitimate,0
108,Earn weekly income with flexible hours.,SMS,LinkedIn,Part-time,0,0,0,0,Phishing,1
40330,We appreciate your patience during the hiring process.,Email,Telegram,Casual,0,0,0,0,Legitimate,0
22514,Our recruitment process does not require payments.,SMS,LinkedIn,Casual,0,0,0,0,Legitimate,0
14146,Please attend the scheduled interview session.,Email,WhatsApp,Casual,0,0,0,0,Legitimate,0
16839,"Earn money by liking posts, daily payout guaranteed.",SMS,LinkedIn,Full-time,0,0,1,0,Phishing,1
48569,We would like to invite you for a formal interview.,SMS,SMS,Remote,0,0,0,0,Legitimate,0
3529,"Work from home and earn fast cash, no experience needed.",Email,Gmail,Full-time,0,0,0,0,Fake Job,1
3110,"Simple online work, high income guaranteed.",SMS,Telegram,Remote,0,0,0,0,Advance Fee,1
23597,Congratulations! You are selected. Share your bank details now.,SMS,LinkedIn,Full-time,0,0,0,1,Advance Fee,1
19753,"Remote job available, apply now before closing.",SMS,Telegram,Casual,0,0,0,0,Advance Fee,1
23129,Your interview is scheduled for next week at our office.,SMS,Telegram,Part-time,0,0,0,0,Legitimate,0
45215,Please attend the scheduled interview session.,SMS,SMS,Remote,0,0,0,0,Legitimate,0
24899,"Remote job available, apply now before closing.",Email,LinkedIn,Casual,0,0,0,0,Advance Fee,1
38977,Please log in to our official portal to track your application.,SMS,LinkedIn,Full-time,0,0,0,0,Legitimate,0
35827,Kindly wait for confirmation from our HR team.,SMS,WhatsApp,Part-time,0,0,0,0,Legitimate,0
48852,You can apply through our verified company careers page.,Email,LinkedIn,Casual,0,0,0,0,Legitimate,0
33472,Pay onboarding fee and get instant access to job dashboard.,SMS,Gmail,Part-time,0,0,1,0,Task-Based Scam,1
37983,Get paid daily for reviewing products online.,SMS,SMS,Remote,0,0,0,0,Advance Fee,1
12498,Please log in to our official portal to track your application.,Email,SMS,Remote,0,0,0,0,Legitimate,0
37632,Thank you for applying. We will review your application and contact you.,SMS,Telegram,Full-time,0,0,0,0,Legitimate,0
1396,Your application is under review.,Email,Gmail,Remote,0,0,0,0,Legitimate,0
12358,We only hire through official recruitment channels.,Email,LinkedIn,Full-time,0,0,0,0,Legitimate,0
44374,Pay onboarding fee and get instant access to job dashboard.,SMS,LinkedIn,Remote,0,0,1,0,Advance Fee,1
